"ASSET TYPE","ASSET CODE","ENERGY TYPE",YEAR,month,consumption,cost,co2
Store,4572,ELECTRICITY,2017,3,252.71,63.192955,111.1
Store,4572,ELECTRICITY,2017,4,131.9,63.192955,57.99
Store,4572,ELECTRICITY,2017,5,64.41,63.192955,28.32
Store,4572,ELECTRICITY,2017,6,83.5,63.192955,36.71
Store,4572,ELECTRICITY,2017,7,125.45,63.192955,55.15
Store,4572,ELECTRICITY,2017,8,115.38,63.192955,50.73
Store,4572,ELECTRICITY,2017,9,114.56,63.192955,50.36
Store,4572,ELECTRICITY,2017,10,145.45,63.192955,63.94
Store,4572,ELECTRICITY,2017,11,191.62,63.192955,84.24
Store,4572,ELECTRICITY,2017,12,180.94,63.192955,79.55
Store,4572,ELECTRICITY,2016,1,271.05,80.318146,131.32
Store,4572,ELECTRICITY,2016,2,245.48,80.318146,118.93
Store,4572,ELECTRICITY,2016,3,256.62,80.318146,124.33
Store,4572,ELECTRICITY,2016,4,238.08,80.318146,115.35
Store,4572,ELECTRICITY,2016,5,233.64,80.318146,113.2
Store,4572,ELECTRICITY,2016,6,151.56,80.318146,73.43
Store,4572,ELECTRICITY,2016,7,90.91,80.318146,44.05
Store,4572,ELECTRICITY,2016,8,119.9,80.318146,58.09
Store,4572,ELECTRICITY,2016,9,154.75,80.318146,74.97
Store,4572,ELECTRICITY,2016,10,187.25,80.318146,90.72
Store,4572,ELECTRICITY,2016,11,228.63,80.318146,110.77
Store,4572,ELECTRICITY,2016,12,228.12,80.318146,110.52
Store,4572,ELECTRICITY,2015,1,487.32,90.032102,239.33
Store,4572,ELECTRICITY,2015,2,349.05,90.032102,171.42
Store,4572,ELECTRICITY,2015,3,311.94,90.032102,153.2
Store,4572,ELECTRICITY,2015,4,273.83,90.032102,134.48
Store,4572,ELECTRICITY,2015,5,269.4,90.032102,132.3
Store,4572,ELECTRICITY,2015,6,166.73,90.032102,81.88
Store,4572,ELECTRICITY,2015,7,73,90.032102,35.85
Store,4572,ELECTRICITY,2015,8,127.24,90.032102,62.49
Store,4572,ELECTRICITY,2015,9,167.48,90.032102,82.25
Store,4572,ELECTRICITY,2015,10,184.93,90.032102,90.82
Store,4572,ELECTRICITY,2015,11,201.38,90.032102,98.9
Store,4572,ELECTRICITY,2015,12,84.69,90.032102,41.59
Store,4572,ELECTRICITY,2014,1,327.39,86.928536,166.55
Store,4572,ELECTRICITY,2014,2,271.7,86.928536,138.22
Store,4572,ELECTRICITY,2014,3,281.64,86.928536,143.28
Store,4572,ELECTRICITY,2014,4,249.53,86.928536,126.94
Store,4572,ELECTRICITY,2014,5,249.67,86.928536,127.01
Store,4572,ELECTRICITY,2014,6,162.46,86.928536,82.65
Store,4572,ELECTRICITY,2014,7,79.12,86.928536,40.25
Store,4572,ELECTRICITY,2014,8,107.95,86.928536,54.92
Store,4572,ELECTRICITY,2014,9,153.55,86.928536,78.11
Store,4572,ELECTRICITY,2014,10,171.6,86.928536,87.3
Store,4572,ELECTRICITY,2014,11,180.56,86.928536,91.86
Store,4572,ELECTRICITY,2014,12,368.85,86.928536,187.64
Store,4572,ELECTRICITY,2013,1,464.66,95.373292,241.71
Store,4572,ELECTRICITY,2013,2,333.85,95.373292,173.66
Store,4572,ELECTRICITY,2013,3,311.91,95.373292,162.25
Store,4572,ELECTRICITY,2013,4,288.48,95.373292,150.06
Store,4572,ELECTRICITY,2013,5,275.52,95.373292,143.32
Store,4572,ELECTRICITY,2013,6,159.99,95.373292,83.22
Store,4572,ELECTRICITY,2013,7,100.1,95.373292,52.07
Store,4572,ELECTRICITY,2013,8,131.66,95.373292,68.49
Store,4572,ELECTRICITY,2013,9,150.82,95.373292,78.45
Store,4572,ELECTRICITY,2013,10,170.97,95.373292,88.94
Store,4572,ELECTRICITY,2013,11,183.13,95.373292,95.26
Store,4572,ELECTRICITY,2013,12,285.9,95.373292,148.72
Store,4572,ELECTRICITY,2012,1,206.81,87.061732,114.62
Store,4572,ELECTRICITY,2012,2,210.47,87.061732,116.65
Store,4572,ELECTRICITY,2012,3,215.81,87.061732,119.61
Store,4572,ELECTRICITY,2012,4,194.22,87.061732,107.64
Store,4572,ELECTRICITY,2012,5,196.27,87.061732,108.78
Store,4572,ELECTRICITY,2012,6,208.08,87.061732,115.32
Store,4572,ELECTRICITY,2012,7,236.14,87.061732,130.87
Store,4572,ELECTRICITY,2012,8,193.06,87.061732,107
Store,4572,ELECTRICITY,2012,9,162.15,87.061732,89.87
Store,4572,ELECTRICITY,2012,10,186.84,87.061732,103.55
Store,4572,ELECTRICITY,2012,11,207.35,87.061732,114.92
Store,4572,ELECTRICITY,2012,12,390.81,87.061732,216.59
Store,4572,ELECTRICITY,2011,1,894.05,182.93576,462.88
Store,4572,ELECTRICITY,2011,2,1050.85,182.93576,544.06
Store,4572,ELECTRICITY,2011,3,1227.77,182.93576,635.66
Store,4572,ELECTRICITY,2011,4,640.61,182.93576,331.67
Store,4572,ELECTRICITY,2011,5,304.41,182.93576,157.6
Store,4572,ELECTRICITY,2011,6,229.79,182.93576,118.97
Store,4572,ELECTRICITY,2011,7,226.24,182.93576,117.13
Store,4572,ELECTRICITY,2011,8,180.54,182.93576,93.47
Store,4572,ELECTRICITY,2011,9,165.75,182.93576,85.81
Store,4572,ELECTRICITY,2011,10,169.19,182.93576,87.6
Store,4572,ELECTRICITY,2011,11,191.21,182.93576,99
Store,4572,ELECTRICITY,2011,12,199.59,182.93576,103.33
Store,4572,ELECTRICITY,2010,1,670.04,148.417986,374.17
Store,4572,ELECTRICITY,2010,2,574.08,148.417986,320.58
Store,4572,ELECTRICITY,2010,3,584.63,148.417986,326.47
Store,4572,ELECTRICITY,2010,4,468.17,148.417986,261.44
Store,4572,ELECTRICITY,2010,5,300.21,148.417986,167.65
Store,4572,ELECTRICITY,2010,6,202.95,148.417986,113.33
Store,4572,ELECTRICITY,2010,7,204.61,148.417986,114.26
Store,4572,ELECTRICITY,2010,8,103.95,148.417986,58.05
Store,4572,ELECTRICITY,2010,9,49.36,148.417986,27.56
Store,4572,ELECTRICITY,2010,10,256.89,148.417986,143.45
Store,4572,ELECTRICITY,2010,11,354.82,148.417986,198.14
Store,4572,ELECTRICITY,2010,12,676.28,148.417986,377.65
Store,4572,ELECTRICITY,2009,1,968.04,168.914803,537.52
Store,4572,ELECTRICITY,2009,2,716.65,168.914803,397.93
Store,4572,ELECTRICITY,2009,3,658.39,168.914803,365.58
Store,4572,ELECTRICITY,2009,4,523.92,168.914803,290.91
Store,4572,ELECTRICITY,2009,5,366.96,168.914803,203.76
Store,4572,ELECTRICITY,2009,6,254.52,168.914803,141.33
Store,4572,ELECTRICITY,2009,7,261.15,168.914803,145.01
Store,4572,ELECTRICITY,2009,8,109.46,168.914803,60.78
Store,4572,ELECTRICITY,2009,9,49.9,168.914803,27.71
Store,4572,ELECTRICITY,2009,10,250.4,168.914803,139.04
Store,4572,ELECTRICITY,2009,11,355.35,168.914803,197.31
Store,4572,ELECTRICITY,2009,12,545.25,168.914803,302.76
Store,4574,ELECTRICITY,2025,1,147,72.06,32.013807
Store,4574,ELECTRICITY,2025,2,409,0,89.072429
Store,4574,ELECTRICITY,2025,3,126,0,27.440406
Store,4574,ELECTRICITY,2025,4,381,0,82.974561
Store,4574,ELECTRICITY,2024,1,111,42.89,28.134171
Store,4574,ELECTRICITY,2024,2,343,100.88,86.937123
Store,4574,ELECTRICITY,2024,3,262,81.28,66.40678199999999
Store,4574,ELECTRICITY,2024,4,107,40.61,27.120327
Store,4574,ELECTRICITY,2024,5,106,41.52,26.866865999999998
Store,4574,ELECTRICITY,2024,6,46,24.54,11.659206
Store,4574,ELECTRICITY,2024,7,98,39.34,24.839178
Store,4574,ELECTRICITY,2024,8,-66,0,-16.728426
Store,4574,ELECTRICITY,2024,9,97,38.79,24.585717
Store,4574,ELECTRICITY,2024,10,2,26.65,0.506922
Store,4574,ELECTRICITY,2024,11,120,0,30.415319999999998
Store,4574,ELECTRICITY,2024,12,299,117.95,75.78483899999999
Store,4574,ELECTRICITY,2023,1,92,643.488,25.975831999999997
Store,4574,ELECTRICITY,2023,2,218,485.856,61.551427999999994
Store,4574,ELECTRICITY,2023,3,83,-3.8,23.434718
Store,4574,ELECTRICITY,2023,4,73,-5.070968,20.611258
Store,4574,ELECTRICITY,2023,5,73,-3.535937,20.611258
Store,4574,ELECTRICITY,2023,6,226,69.319355,63.810196
Store,4574,ELECTRICITY,2023,7,79,-5.289375,22.305334
Store,4574,ELECTRICITY,2023,8,-45,-55.29625,-12.70557
Store,4574,ELECTRICITY,2023,9,81,-4.76,22.870026
Store,4574,ELECTRICITY,2023,10,89,48.563437,25.128794
Store,4574,ELECTRICITY,2023,11,102,557.376,28.799291999999998
Store,4574,ELECTRICITY,2023,12,109,618.72,30.775713999999997
Store,4574,ELECTRICITY,2022,1,91,41.73,26.773656
Store,4574,ELECTRICITY,2022,2,156,52.98,45.897695999999996
Store,4574,ELECTRICITY,2022,3,93,42.51,27.362087999999996
Store,4574,ELECTRICITY,2022,4,140,48.64,41.190239999999996
Store,4574,ELECTRICITY,2022,5,78,38.04,22.948847999999998
Store,4574,ELECTRICITY,2022,6,72,36.75,21.183552
Store,4574,ELECTRICITY,2022,7,72,63.1,21.183552
Store,4574,ELECTRICITY,2022,8,-100,6.16,-29.421599999999998
Store,4574,ELECTRICITY,2022,9,71,3.8127,20.889336
Store,4574,ELECTRICITY,2022,10,43,25.73,12.651288
Store,4574,ELECTRICITY,2022,11,91,42.79,26.773656
Store,4574,ELECTRICITY,2022,12,89,54.01,26.185224
Store,4574,ELECTRICITY,2021,1,169,66.25,51.141935000000004
Store,4574,ELECTRICITY,2021,2,158,63.24,47.81317000000001
Store,4574,ELECTRICITY,2021,3,168,66.73,50.83932
Store,4574,ELECTRICITY,2021,4,-88,17.56,-26.63012
Store,4574,ELECTRICITY,2021,5,90,52.01,27.23535
Store,4574,ELECTRICITY,2021,6,63,46.26,19.064745000000002
Store,4574,ELECTRICITY,2021,7,74,48.7,22.393510000000003
Store,4574,ELECTRICITY,2021,8,73,48.44,22.090895000000003
Store,4574,ELECTRICITY,2021,9,78,48.85,23.60397
Store,4574,ELECTRICITY,2021,10,-120,2.33,-36.3138
Store,4574,ELECTRICITY,2021,11,86,40.64,26.024890000000003
Store,4574,ELECTRICITY,2021,12,215,64.66,65.062225
Store,4574,ELECTRICITY,2020,1,240,63.58,70.58976
Store,4574,ELECTRICITY,2020,2,840,169.35,247.06416
Store,4574,ELECTRICITY,2020,3,206,58.13,60.589544
Store,4574,ELECTRICITY,2020,4,185,53.46,54.41294
Store,4574,ELECTRICITY,2020,5,171,52.13,50.295204
Store,4574,ELECTRICITY,2020,6,78,35.03,22.941672
Store,4574,ELECTRICITY,2020,7,168,51.86,49.412832
Store,4574,ELECTRICITY,2020,8,168,51.74,49.412832
Store,4574,ELECTRICITY,2020,9,182,53.49,53.530568
Store,4574,ELECTRICITY,2020,10,-293,-18.13,-86.178332
Store,4574,ELECTRICITY,2020,11,207,73.95,60.883668
Store,4574,ELECTRICITY,2020,12,-7,33.28,-2.058868
Store,4574,ELECTRICITY,2019,1,752,633.045555,249.82
Store,4574,ELECTRICITY,2019,2,439,573.450741,145.84
Store,4574,ELECTRICITY,2019,3,270,203.092754,89.69
Store,4574,ELECTRICITY,2019,4,132,163.816233,43.85
Store,4574,ELECTRICITY,2019,5,66,143.906214,21.93
Store,4574,ELECTRICITY,2019,6,60,67.530702,19.93
Store,4574,ELECTRICITY,2019,7,63,131.523479,20.93
Store,4574,ELECTRICITY,2019,8,101,36.31,33.521092
Store,4574,ELECTRICITY,2019,9,185,53.79,61.400020000000005
Store,4574,ELECTRICITY,2019,10,-26,18.7,-8.629192
Store,4574,ELECTRICITY,2019,11,219,60.45,72.684348
Store,4574,ELECTRICITY,2019,12,216,59.42,71.68867200000001
Store,4574,ELECTRICITY,2018,1,1263,258.351897,476.51
Store,4574,ELECTRICITY,2018,2,711,1426.045065,268.25
Store,4574,ELECTRICITY,2018,3,309,235.7493,116.58
Store,4574,ELECTRICITY,2018,4,150,118.761321,56.59
Store,4574,ELECTRICITY,2018,5,66,47.369273,24.9
Store,4574,ELECTRICITY,2018,6,60,45.843899,22.64
Store,4574,ELECTRICITY,2018,7,61,47.369273,23.01
Store,4574,ELECTRICITY,2018,8,66,46.36989,24.9
Store,4574,ELECTRICITY,2018,9,70,22.234404,26.41
Store,4574,ELECTRICITY,2018,10,79,95.632732,29.81
Store,4574,ELECTRICITY,2018,11,85,29.853763,32.07
Store,4574,ELECTRICITY,2018,12,462,96.136181,174.31
Store,4574,ELECTRICITY,2017,1,1141.09,391.375097,501.66
Store,4574,ELECTRICITY,2017,2,792.03,1354.668046,348.2
Store,4574,ELECTRICITY,2017,3,460.08,484.453014,202.27
Store,4574,ELECTRICITY,2017,4,388.74,163.200071,170.91
Store,4574,ELECTRICITY,2017,5,401.38,168.640324,176.46
Store,4574,ELECTRICITY,2017,6,249.68,122.510887,109.77
Store,4574,ELECTRICITY,2017,7,68.53,53.966707,30.13
Store,4574,ELECTRICITY,2017,8,68.21,53.966707,29.99
Store,4574,ELECTRICITY,2017,9,72.25,52.223422,31.76
Store,4574,ELECTRICITY,2017,10,316.21,57.889099,139.02
Store,4574,ELECTRICITY,2017,11,675.98,552.223235,297.18
Store,4574,ELECTRICITY,2017,12,1002.82,674.486156,440.87
Store,4574,ELECTRICITY,2016,1,1021.18,71.384533,494.75
Store,4574,ELECTRICITY,2016,2,875.62,63.870372,424.22
Store,4574,ELECTRICITY,2016,3,869.31,72.135949,421.17
Store,4574,ELECTRICITY,2016,4,512.88,2688.566949,248.48
Store,4574,ELECTRICITY,2016,5,84.15,-188.052621,40.77
Store,4574,ELECTRICITY,2016,6,76,140.131596,36.82
Store,4574,ELECTRICITY,2016,7,74.66,59.504644,36.17
Store,4574,ELECTRICITY,2016,8,73.16,58.272322,35.44
Store,4574,ELECTRICITY,2016,9,77.04,56.934801,37.33
Store,4574,ELECTRICITY,2016,10,459.9,63.825287,222.82
Store,4574,ELECTRICITY,2016,11,798.38,66.921121,386.8
Store,4574,ELECTRICITY,2016,12,872.72,1365.653749,422.82
Store,4574,ELECTRICITY,2015,1,1038.84,209.645103,510.18
Store,4574,ELECTRICITY,2015,2,669.66,1197.005911,328.88
Store,4574,ELECTRICITY,2015,3,527.09,465.126591,258.86
Store,4574,ELECTRICITY,2015,4,238.98,247.21591,117.36
Store,4574,ELECTRICITY,2015,5,81.2,339.640095,39.88
Store,4574,ELECTRICITY,2015,6,75.77,-73.70642,37.21
Store,4574,ELECTRICITY,2015,7,77.98,-73.70642,38.3
Store,4574,ELECTRICITY,2015,8,73.52,171,36.11
Store,4574,ELECTRICITY,2015,9,75.96,91.251976,37.3
Store,4574,ELECTRICITY,2015,10,84.1,23.714693,41.3
Store,4574,ELECTRICITY,2015,11,91.45,72.135949,44.91
Store,4574,ELECTRICITY,2015,12,38.46,68.378869,18.89
Store,4574,ELECTRICITY,2014,1,727.21,100.402599,369.95
Store,4574,ELECTRICITY,2014,2,563.72,100.402599,286.78
Store,4574,ELECTRICITY,2014,3,549.41,100.402599,279.5
Store,4574,ELECTRICITY,2014,4,252.88,100.402599,128.65
Store,4574,ELECTRICITY,2014,5,38.75,100.402599,19.71
Store,4574,ELECTRICITY,2014,6,35.97,100.402599,18.3
Store,4574,ELECTRICITY,2014,7,37.77,100.402599,19.21
Store,4574,ELECTRICITY,2014,8,45.1,100.402599,22.94
Store,4574,ELECTRICITY,2014,9,58.2,100.402599,29.61
Store,4574,ELECTRICITY,2014,10,65.24,100.402599,33.19
Store,4574,ELECTRICITY,2014,11,68.85,100.402599,35.03
Store,4574,ELECTRICITY,2014,12,644.91,248.718742,328.08
Store,4574,ELECTRICITY,2013,1,806.84,135.433219,419.71
Store,4574,ELECTRICITY,2013,2,630.52,135.433219,327.99
Store,4574,ELECTRICITY,2013,3,616.91,135.433219,320.91
Store,4574,ELECTRICITY,2013,4,317.68,135.433219,165.25
Store,4574,ELECTRICITY,2013,5,157.65,135.433219,82.01
Store,4574,ELECTRICITY,2013,6,100.8,135.433219,52.43
Store,4574,ELECTRICITY,2013,7,74.29,135.433219,38.64
Store,4574,ELECTRICITY,2013,8,73.05,135.433219,38
Store,4574,ELECTRICITY,2013,9,73.27,135.433219,38.11
Store,4574,ELECTRICITY,2013,10,83.27,135.433219,43.32
Store,4574,ELECTRICITY,2013,11,89.11,135.433219,46.35
Store,4574,ELECTRICITY,2013,12,1033.63,135.433219,537.68
Store,4574,ELECTRICITY,2012,1,490.78,70.437278,272
Store,4574,ELECTRICITY,2012,2,254.73,70.437278,141.18
Store,4574,ELECTRICITY,2012,3,158.33,70.437278,87.75
Store,4574,ELECTRICITY,2012,4,142.34,70.437278,78.89
Store,4574,ELECTRICITY,2012,5,143.74,70.437278,79.66
Store,4574,ELECTRICITY,2012,6,65.75,70.437278,36.44
Store,4574,ELECTRICITY,2012,7,8.82,70.437278,4.89
Store,4574,ELECTRICITY,2012,8,39.12,70.437278,21.68
Store,4574,ELECTRICITY,2012,9,58.4,70.437278,32.37
Store,4574,ELECTRICITY,2012,10,67.61,70.437278,37.47
Store,4574,ELECTRICITY,2012,11,74.94,70.437278,41.53
Store,4574,ELECTRICITY,2012,12,605.45,70.437278,335.55
Store,4574,ELECTRICITY,2011,1,2.19,32.715123,1.13
Store,4574,ELECTRICITY,2011,2,2.32,32.715123,1.2
Store,4574,ELECTRICITY,2011,3,2.64,32.715123,1.37
Store,4574,ELECTRICITY,2011,4,2.35,32.715123,1.22
Store,4574,ELECTRICITY,2011,5,2.37,32.715123,1.23
Store,4574,ELECTRICITY,2011,6,86.16,32.715123,44.61
Store,4574,ELECTRICITY,2011,7,169.29,32.715123,87.65
Store,4574,ELECTRICITY,2011,8,111.84,32.715123,57.9
Store,4574,ELECTRICITY,2011,9,77.85,32.715123,40.31
Store,4574,ELECTRICITY,2011,10,82.47,32.715123,42.7
Store,4574,ELECTRICITY,2011,11,92.14,32.715123,47.7
Store,4574,ELECTRICITY,2011,12,348.39,32.715123,180.37
Store,4574,ELECTRICITY,2010,1,92.91,5.141229,51.88
Store,4574,ELECTRICITY,2010,2,43.21,5.141229,24.13
Store,4574,ELECTRICITY,2010,3,4.35,5.141229,2.43
Store,4574,ELECTRICITY,2010,4,2.4,5.141229,1.34
Store,4574,ELECTRICITY,2010,5,1.45,5.141229,0.81
Store,4574,ELECTRICITY,2010,6,1.73,5.141229,0.97
Store,4574,ELECTRICITY,2010,7,2.1,5.141229,1.17
Store,4574,ELECTRICITY,2010,8,1.22,5.141229,0.68
Store,4574,ELECTRICITY,2010,9,0.64,5.141229,0.36
Store,4574,ELECTRICITY,2010,10,2.03,5.141229,1.13
Store,4574,ELECTRICITY,2010,11,1.48,5.141229,0.83
Store,4574,ELECTRICITY,2010,12,0.49,5.141229,0.27
Store,4574,ELECTRICITY,2009,1,7.18,33.215526,3.99
Store,4574,ELECTRICITY,2009,2,7.87,33.215526,4.37
Store,4574,ELECTRICITY,2009,3,9.28,33.215526,5.15
Store,4574,ELECTRICITY,2009,4,7.67,33.215526,4.26
Store,4574,ELECTRICITY,2009,5,8.13,33.215526,4.51
Store,4574,ELECTRICITY,2009,6,10.35,33.215526,5.75
Store,4574,ELECTRICITY,2009,7,13.19,33.215526,7.32
Store,4574,ELECTRICITY,2009,8,132.94,33.215526,73.82
Store,4574,ELECTRICITY,2009,9,206.39,33.215526,114.6
Store,4574,ELECTRICITY,2009,10,216.98,33.215526,120.48
Store,4574,ELECTRICITY,2009,11,237.16,33.215526,131.69
Store,4574,ELECTRICITY,2009,12,137.86,33.215526,76.55
Office,4575,ELECTRICITY,2025,1,2391,0,520.714371
Office,4575,ELECTRICITY,2025,1,370,136.59,80.57897
Office,4575,ELECTRICITY,2025,1,2391,774.7,520.714371
Office,4575,Kerosene,2025,1,1217.446722,1314.842459,312.883807554
Office,4575,Kerosene,2025,1,18631.254545,1468.745455,4788.232418
Office,4575,ELECTRICITY,2025,2,688,0,149.833328
Office,4575,ELECTRICITY,2025,2,1812,0,394.619172
Office,4575,Kerosene,2025,2,2988.384441,3227.455196,768.0148013370001
Office,4575,Kerosene,2025,2,1478.795455,119.704545,380.050432
Office,4575,ELECTRICITY,2025,3,370,0,80.57897
Office,4575,ELECTRICITY,2025,3,1963,0,427.504103
Office,4575,Kerosene,2025,3,0,0,0
Office,4575,ELECTRICITY,2025,4,332,0,72.303292
Office,4575,ELECTRICITY,2025,4,1796,0,391.134676
Office,4575,Kerosene,2025,4,0,0,0
Office,4575,Kerosene,2025,5,0,0,0
Office,4575,Kerosene,2025,6,0,0,0
Office,4575,Kerosene,2025,7,0,0,0
Office,4575,Kerosene,2025,8,0,0,0
Office,4575,ELECTRICITY,2024,1,4541,0,1150.966401
Office,4575,ELECTRICITY,2024,1,365,110.35,92.513265
Office,4575,ELECTRICITY,2024,1,4541,1280.22,1150.966401
Office,4575,Kerosene,2024,1,11540.080328,989.777049,2965.800644
Office,4575,ELECTRICITY,2024,2,4152,0,1052.370072
Office,4575,ELECTRICITY,2024,2,342,97.36,86.683662
Office,4575,ELECTRICITY,2024,2,4152,1097.74,1052.370072
Office,4575,Kerosene,2024,2,4930.332787,405.904918,1267.095526
Office,4575,ELECTRICITY,2024,3,-1162,0,-294.521682
Office,4575,ELECTRICITY,2024,3,626,172.01,158.666586
Office,4575,ELECTRICITY,2024,3,-1162,0,-294.521682
Office,4575,Kerosene,2024,3,4604.88156,375.637441,1183.454561
Office,4575,ELECTRICITY,2024,4,2658,0,673.699338
Office,4575,ELECTRICITY,2024,4,279,84.49,70.715619
Office,4575,ELECTRICITY,2024,4,2658,734.74,673.699338
Office,4575,Kerosene,2024,4,1772.973373,128.597041,455.654157
Office,4575,ELECTRICITY,2024,5,2623,0,664.828203
Office,4575,ELECTRICITY,2024,5,269,84.3,68.181009
Office,4575,ELECTRICITY,2024,5,2623,745.35,664.828203
